Date,ConsumerPriceIndex,Production: Southern: Palm Oil: Crude,Motor Vehicle Production: Passenger Car: 2001 to 2500 cc,Motor Vehicle Production: Passenger Car: Total,Motor Vehicle Production: Passenger Car: Less than 1500 cc,Motor Vehicle Production: Passenger Car: 1501 to 1800 cc,Motor Vehicle Production: Passenger Car: 1801 to 2000 cc,Motor Vehicle Production: Passenger Car: 2000 cc and Above,"Motor Vehicle Production: Total, excludes Motorcycle",Motor Vehicle Production: Truck: 10 Tons and Above,Motor Vehicle Production: Truck: 5 to 10 Tons,Motor Vehicle Production: Truck: Less Than 5 Tons,Motor Vehicle Production: Truck: Pick Up: Above 1 Ton,Motor Vehicle Production: Truck: Total,Govt Revenue: Gross: Customs Dept: Others,Govt Revenue: Gross: Excise Dept: Others Tax (OT),Govt Revenue: Gross: Excise Dept: OT: Perfume,Govt Revenue: Gross: Excise Dept: Miscellaneous,Govt Revenue: Gross: Customs Dept: Import Duties,Govt Revenue: Gross: Customs Dept: Export Duties,Govt Revenue: Gross: Total,Govt Revenue: Gross: Revenue Dept,Govt Revenue: Gross: Excise Dept,Govt Revenue: Gross: Customs Dept,Govt Revenue: Gross: Other Sections (OS),Govt Revenue: Gross: OS: Other Government Sections,Govt Revenue: Gross: OS: State Enterprises,Govt Revenue: Gross: Revenue Dept: Personal Income Tax,Govt Revenue: Gross: Revenue Dept: Corporate Income Tax,Govt Revenue: Gross: Revenue Dept: Value Added Tax,Govt Revenue: Gross: Revenue Dept: Specific Sale Tax,Govt Revenue: Gross: Revenue Dept: Stamp Duties,Govt Revenue: Gross: Revenue Dept: Others,Govt Revenue: Gross: Excise Dept: Tobacco Tax,Govt Revenue: Gross: Excise Dept: Petroleum & Pet Production Tax,Govt Revenue: Gross: Excise Dept: Beer Tax,Govt Revenue: Gross: Excise Dept: Alcoholic Tax,Govt Revenue: Gross: Excise Dept: Non Alcoholic Tax,Govt Revenue: Gross: Excise Dept: Automobile Tax,Govt Revenue: Net,Govt Revenue: Net Revenue after VAT Allocation for Local Admin Org,No of New Applicants: Male,No of New Applicants: Female,No of New Applicants: Bangkok,No of New Applicants: Other Regions,No of Job Vacancies: Female,No of Job Vacancies: Non-Specific,No of Job Vacancies: Bangkok,No of Job Vacancies: Other Regions,No of Job Vacancies: Male,No of Job Placement: Bangkok,No of Job Placement: Other Regions,No of Aliens Work Permit: Life Long Permit,No of Aliens Work Permit: Investment Promotion,No of Aliens Work Permit: Temporary,No of Aliens Work Permit: Illegal Immigrant,No of Aliens Work Permit: Bangkok: Investment Promotion,No of Aliens Work Permit: Bangkok: Temporary,No of Aliens Work Permit: Bangkok: Illegal Immigrant,No of Aliens Work Permit: Other Regions: Life Long Permit,No of Aliens Work Permit: Other Regions: Investment Promotion,No of Aliens Work Permit: Other Regions: Temporary,No of Aliens Work Permit: Other Regions: Illegal Immigrant,BOT: No of Registered Applicants,BOT: No of Job Vacancies,BOT: No of Job Placements,BOT: No of Overseas Thai Worker: Others,BOT: No of Overseas Thai Worker: Israel,BOT: No of Overseas Thai Worker: Japan,BOT: No of Overseas Thai Worker: Malaysia,BOT: No of Overseas Thai Worker: Singapore,BOT: No of Overseas Thai Worker: Taiwan,BOT: Inward Remittances,Motor Vehicle Sales: TMT: Passenger Car,Motor Vehicle Sales: TMT: Commercial Vehicle (CV),Motor Vehicle Sales: TMT: CV: One Ton Pickup,"CPI: FB: CH: Rice, Flour & Cereal (RF)",CPI: FB: CH: Meats Poultry & Fish (MF),CPI: FB: CH: Eggs and Dairy Products,CPI: FB: CH: Vegetables and Fruits,CPI: FB: CH: Seasoning and Condiments (SC),CPI: FB: CH: Non Alcoholic Beverages,CPI: FB: Prepared Food,CPI: Apparel & Footwears (CF),CPI: Housing & Furnishing (HF),CPI: HF: Shelter,CPI: HF: Shelter: House Rent,"CPI: HF: Electricity, Fuel, Water Supply",CPI: HF: Textile of House Furnishing,CPI: HF: Cleaning Supplies,CPI: Medical & Personal Care (HP),CPI: HP: Medical Care,CPI: HP: Personal Care Expenses,CPI: Transport & Communication (TC),CPI: TC: Public Transportation Services,CPI: TC: Vehicles & Vehicle Operation,CPI: TC: Communication and Equipments,"CPI: Recreation, Reading, Education and Religion (RR)",CPI: Tobacco & Alcoholic Beverages (TA),CPI: Non Food & Beverages (NFB),CPI: NFB: Exclude Food and Energy,CPI: NFB: Food Exclude Raw Food
12/2003,71.50,36545.10,1382.00,21965.00,12100.00,7251.00,767.00,1847.00,67531.00,1017.00,298.00,639.00,29821.00,45098.00,380.39,93.23,16.19,59.16,10000.00,17.41,115928.52,49824.84,25988.23,10397.81,29717.65,2122.13,1860.64,10474.93,10060.62,26871.00,1105.27,862.21,19.00,2996.68,6923.34,4851.85,3227.68,875.34,5547.80,104925.21,104925.21,7985.00,10957.00,4806.00,14136.00,13580.00,36030.00,19585.00,45991.00,15966.00,1508.00,6172.00,14423.00,19328.00,51095.00,15782.00,10172.00,30511.00,1508.00,7117.00,9156.00,20584.00,14274.00,18942.00,65576.00,7680.00,3725.00,105.00,244.00,265.00,733.00,5518.00,5018.00,24249.00,40573.00,35531.00,56,51,66,27,59,77,66,97,91,93,93,86,95,76,87,88,84,80,70,72,108,99,55,86,90,66
01/2004,71.50,31232.70,1106.00,22570.00,13988.00,6105.00,680.00,1797.00,64109.00,800.00,330.00,459.00,27035.00,41414.00,395.02,92.53,11.27,38.72,7272.45,13.08,95194.53,53222.93,24810.64,7680.55,9480.41,6063.01,3276.41,14767.68,8986.16,27254.56,1580.87,494.74,19.87,3339.38,6929.38,3184.12,2219.83,647.11,6809.83,86024.79,86024.79,7920.00,10231.00,5557.00,12594.00,15657.00,27808.00,17509.00,40575.00,14619.00,1207.00,4907.00,14423.00,19358.00,52196.00,16250.00,10173.00,31081.00,1596.00,7117.00,9185.00,21115.00,14654.00,18151.00,58084.00,6114.00,3513.00,42.00,471.00,2559.00,750.00,5329.00,4701.00,15959.00,28175.00,25156.00,56,51,67,27,59,77,66,98,91,93,93,86,95,75,87,88,84,81,70,72,108,99,55,86,90,66
02/2004,71.80,44815.70,1547.00,25059.00,12294.00,7604.00,2777.00,2384.00,72906.00,748.00,274.00,543.00,31612.00,47622.00,130.01,90.46,15.17,17.27,7004.82,20.53,86184.90,51368.99,21972.01,7155.36,5688.55,2387.94,3039.61,10927.69,11331.19,24560.10,1624.75,506.35,18.96,2789.34,6258.46,3084.08,2624.14,792.67,4961.90,75424.05,75424.05,26122.00,44831.00,14301.00,56652.00,28171.00,61264.00,31720.00,83916.00,26201.00,2767.00,9637.00,14423.00,19480.00,53153.00,17341.00,10197.00,31393.00,1704.00,7117.00,9283.00,21760.00,15637.00,70953.00,115636.00,12404.00,3770.00,90.00,414.00,573.00,1566.00,6346.00,4403.00,16866.00,32188.00,28611.00,56,54,66,29,60,78,66,98,91,93,93,89,95,75,87,88,84,81,72,72,108,99,54,86,90,66
03/2004,72.30,66102.90,1761.00,28281.00,14282.00,9032.00,2781.00,2186.00,81691.00,1012.00,332.00,442.00,33401.00,53252.00,115.62,84.82,15.23,35.94,8972.71,26.95,101929.84,55556.72,24836.09,9115.28,12421.74,2178.07,9996.09,17979.88,8033.83,27254.78,1649.84,612.63,25.77,3210.48,6905.14,3830.12,2599.72,1038.51,5599.92,89255.12,89255.12,16626.00,31009.00,10606.00,37029.00,16067.00,30900.00,15609.00,47302.00,15944.00,1737.00,9607.00,14423.00,19731.00,53921.00,18770.00,10272.00,31793.00,1831.00,7117.00,9459.00,22128.00,16939.00,47635.00,62911.00,11344.00,3120.00,144.00,396.00,304.00,839.00,5165.00,5644.00,19566.00,34864.00,30986.00,56,56,66,29,60,78,66,98,91,93,93,89,95,75,87,88,84,81,72,72,108,99,54,86,90,66
04/2004,72.50,71547.20,1098.00,22589.00,11494.00,6993.00,2518.00,1584.00,66947.00,1039.00,279.00,421.00,28925.00,43741.00,95.46,79.87,15.80,12.61,8292.29,28.13,98111.13,54763.62,24085.78,8415.88,10845.85,6077.39,4659.86,11483.08,12725.82,27576.21,1930.83,527.24,30.44,3010.60,6222.73,3680.93,2149.76,1014.01,6002.35,85377.85,78329.80,19433.00,30601.00,10132.00,39902.00,10231.00,37245.00,23629.00,41563.00,17716.00,2443.00,11941.00,14423.00,19765.00,54216.00,19563.00,10289.00,31916.00,1924.00,7117.00,9476.00,22300.00,17639.00,50034.00,65192.00,14384.00,3884.00,220.00,373.00,374.00,1277.00,6512.00,6621.00,17278.00,34042.00,30164.00,56,58,71,30,60,77,66,98,91,93,93,89,95,75,87,88,84,81,72,72,108,99,54,86,90,66
05/2004,72.80,83940.70,2377.00,24914.00,12441.00,7064.00,2710.00,2699.00,77690.00,1270.00,288.00,473.00,33312.00,52407.00,-11.48,79.27,11.27,12.39,7861.68,28.09,192643.69,141494.24,22835.05,7878.28,20436.12,2472.69,17779.80,10738.54,77873.41,25669.81,2056.16,532.45,33.26,3203.04,6610.55,3153.16,2224.90,730.84,5333.43,178217.45,163127.38,26340.00,30753.00,10652.00,46441.00,14148.00,50785.00,20017.00,67841.00,22925.00,3150.00,19018.00,14423.00,19801.00,54653.00,19721.00,10288.00,32072.00,2015.00,7117.00,9513.00,22581.00,17706.00,57093.00,87858.00,22168.00,3449.00,1009.00,546.00,452.00,1161.00,5640.00,5267.00,15798.00,33484.00,29713.00,56,57,73,30,60,77,66,98,92,93,93,89,95,75,87,88,84,81,71,73,108,101,54,87,91,66
06/2004,73.10,80174.50,3654.00,26109.00,11676.00,8080.00,2192.00,4161.00,83282.00,839.00,217.00,412.00,36145.00,56890.00,45.46,82.31,11.37,16.37,8914.41,26.04,95105.46,49552.39,21962.99,8985.91,14604.16,3114.25,5184.61,10037.66,10426.68,26462.15,2037.23,563.00,25.67,3050.89,6591.23,2969.89,1541.60,651.29,5444.66,79081.63,79081.63,13438.00,16076.00,4971.00,24543.00,13624.00,38769.00,14863.00,58375.00,20845.00,2497.00,14049.00,14423.00,19993.00,55781.00,20992.00,10375.00,32631.00,2120.00,7117.00,9618.00,23150.00,18872.00,29514.00,73238.00,16546.00,3960.00,1946.00,511.00,241.00,904.00,7621.00,6020.00,16041.00,34443.00,30137.00,56,56,73,30,60,77,66,98,92,93,93,89,95,75,87,88,84,82,72,74,108,101,54,87,91,66
07/2004,73.30,74501.80,4387.00,26782.00,13011.00,6845.00,1925.00,5001.00,74240.00,1189.00,178.00,617.00,25656.00,46961.00,341.41,77.76,12.25,13.59,9075.33,26.59,95826.42,50675.73,23303.74,9443.33,12403.62,9364.70,2688.71,9901.41,11210.37,27130.73,1856.08,554.40,22.74,2949.36,6777.02,3191.93,2173.01,686.11,5915.59,85818.89,85818.89,12539.00,15018.00,7527.00,20030.00,8427.00,60816.00,4029.00,79128.00,13914.00,1669.00,7948.00,14423.00,20276.00,56614.00,21869.00,10477.00,33231.00,2199.00,7117.00,9799.00,23383.00,19670.00,27557.00,83157.00,9476.00,3942.00,1230.00,428.00,189.00,713.00,4137.00,5613.00,14624.00,30802.00,26713.00,56,54,74,31,60,78,66,98,92,93,93,89,95,75,87,88,84,83,72,75,108,102,54,87,91,66
08/2004,73.40,80687.40,3483.00,24275.00,12879.00,5809.00,1339.00,4248.00,63529.00,1083.00,455.00,498.00,21420.00,39022.00,158.48,77.82,12.66,11.51,8872.18,25.45,154315.94,121999.80,20221.83,9056.11,3038.19,2174.98,672.76,9561.96,79473.62,27373.89,1825.57,520.34,20.56,1974.13,6145.56,3499.39,1473.03,664.96,4906.10,144594.05,144594.05,16756.00,18315.00,7442.00,27629.00,17454.00,48550.00,17321.00,71674.00,22991.00,2233.00,11806.00,14423.00,20546.00,57593.00,23228.00,10553.00,33816.00,2378.00,7117.00,9993.00,23777.00,20850.00,35071.00,88995.00,14039.00,3874.00,2043.00,524.00,292.00,948.00,6643.00,5720.00,19490.00,24178.00,20470.00,56,55,74,31,60,78,66,98,92,93,93,89,95,75,87,88,84,84,72,77,108,101,54,88,90,66
09/2004,73.60,82000.00,3058.00,25485.00,13595.00,7208.00,1155.00,3527.00,77225.00,1292.00,427.00,480.00,28449.00,51475.00,339.46,81.48,18.00,14.43,9848.47,24.32,89856.36,51914.04,23145.39,10212.25,4584.67,3610.44,808.21,10575.52,9459.62,28982.94,1950.56,562.07,21.88,4386.10,6235.98,3798.89,1552.34,787.83,4874.84,78495.57,52907.57,15302.00,17330.00,6289.00,26343.00,13451.00,42644.00,20044.00,55407.00,19356.00,2558.00,15516.00,14423.00,20689.00,58459.00,23298.00,10609.00,34228.00,2490.00,7117.00,10080.00,24231.00,20808.00,32632.00,75451.00,18074.00,4017.00,1175.00,605.00,216.00,809.00,5673.00,4155.00,15978.00,35080.00,31023.00,56,55,74,31,60,78,66,98,92,93,93,89,95,74,87,88,85,86,72,80,108,102,54,88,90,66
10/2004,73.80,82925.00,2960.00,24474.00,12545.00,7229.00,1465.00,3235.00,89880.00,1070.00,372.00,937.00,35251.00,65020.00,221.38,82.82,15.22,18.94,8476.17,21.88,88368.96,52151.59,22184.32,8719.43,5313.62,4459.37,691.40,10795.55,10862.57,27819.03,1977.70,554.58,23.76,3505.43,6572.04,3413.71,1952.17,816.79,4323.19,79730.88,79730.88,10298.00,13658.00,5881.00,18075.00,14249.00,37839.00,17425.00,55327.00,20664.00,1933.00,5834.00,14423.00,20760.00,59272.00,23611.00,10642.00,34743.00,2576.00,7117.00,10118.00,24529.00,21035.00,23956.00,72752.00,7767.00,3371.00,790.00,564.00,192.00,790.00,4984.00,4441.00,15602.00,39739.00,35421.00,56,54,73,31,60,78,66,98,92,93,93,90,95,74,88,89,85,86,72,80,108,102,54,88,91,66
11/2004,73.80,69250.20,2382.00,25398.00,14096.00,7091.00,1544.00,2667.00,89078.00,1178.00,377.00,833.00,34032.00,63536.00,152.43,95.83,15.93,33.16,10293.85,21.54,108746.42,63014.93,24558.31,10467.82,10705.36,8644.75,697.60,9940.38,19179.50,31087.67,1905.24,553.06,20.92,3030.77,6812.48,3557.93,3354.61,899.22,5145.25,98548.20,98548.20,12743.00,15872.00,6698.00,21917.00,17502.00,70191.00,25385.00,89771.00,27463.00,1783.00,9269.00,14423.00,21886.00,60710.00,29543.00,10428.00,35832.00,2725.00,7117.00,11458.00,24878.00,26818.00,28615.00,115156.00,11052.00,3833.00,803.00,510.00,260.00,689.00,5772.00,4199.00,16845.00,41733.00,37798.00,56,54,71,30,60,78,66,98,92,93,93,90,95,74,88,89,85,85,72,79,108,101,54,88,91,67
12/2004,73.60,56296.60,2613.00,23503.00,12007.00,6945.00,1659.00,2892.00,87504.00,694.00,436.00,914.00,33854.00,62179.00,335.14,95.72,16.29,60.11,9858.52,25.98,98609.68,54512.73,25005.10,10219.64,8872.21,3946.54,4152.30,9549.05,9965.17,30097.13,2536.14,580.79,19.94,3323.66,6723.61,3571.39,2469.21,998.22,5839.33,89053.88,89053.88,10505.00,12305.00,6531.00,16279.00,11001.00,37976.00,12773.00,56371.00,20167.00,1209.00,7386.00,14423.00,21356.00,61395.00,24237.00,10961.00,36136.00,2821.00,7117.00,10395.00,25259.00,21416.00,22810.00,69144.00,8595.00,4242.00,1119.00,515.00,181.00,892.00,6160.00,4298.00,25063.00,48188.00,42719.00,56,55,72,31,60,78,66,98,92,93,93,90,95,75,88,89,85,84,72,77,108,102,55,88,91,67
01/2005,73.60,48348.30,2601.00,21842.00,11347.00,6021.00,1419.00,3055.00,76772.00,804.00,333.00,614.00,29579.00,54918.00,115.33,92.23,13.17,37.71,8195.82,20.03,104870.65,59188.13,24699.16,8331.18,12652.18,2378.45,10090.31,15689.19,10718.17,29972.87,2012.80,542.24,18.37,2512.59,7774.68,2707.31,2522.21,719.03,6664.69,95450.03,95450.03,15356.00,17814.00,5307.00,27863.00,17856.00,50633.00,17259.00,71887.00,20657.00,1257.00,8584.00,14423.00,21320.00,62443.00,24237.00,10990.00,36440.00,2874.00,7117.00,10330.00,26003.00,21363.00,33170.00,89146.00,9841.00,3950.00,148.00,595.00,294.00,941.00,4229.00,3786.00,13119.00,38775.00,35918.00,56,56,73,31,60,78,67,98,92,93,93,90,95,75,88,89,85,83,72,75,108,102,55,88,91,67
02/2005,73.60,54540.90,1555.00,20530.00,11779.00,5474.00,1496.00,1781.00,78326.00,850.00,353.00,571.00,30894.00,57773.00,288.51,113.81,12.78,26.56,7793.15,20.37,106386.26,62821.02,21590.79,8102.03,13872.41,7377.47,6205.63,10931.58,15749.99,30433.28,1950.43,544.56,17.85,2811.04,6320.17,3240.70,2219.55,792.99,4336.49,91227.54,91227.54,14301.00,22238.00,8424.00,28115.00,20268.00,56473.00,25083.00,75738.00,24080.00,1395.00,9085.00,14423.00,21658.00,63559.00,25248.00,11230.00,36834.00,3079.00,7117.00,10428.00,26725.00,22169.00,36539.00,100821.00,10480.00,4247.00,198.00,564.00,480.00,1446.00,5011.00,3722.00,14242.00,32796.00,29807.00,56,56,73,32,60,78,67,98,92,93,93,90,95,75,88,89,85,84,72,77,108,102,55,88,91,67
03/2005,74.00,83264.70,2646.00,23069.00,11188.00,7092.00,1313.00,3476.00,96896.00,905.00,420.00,749.00,39059.00,73804.00,398.60,100.17,13.63,59.67,9671.13,29.92,112341.58,65986.60,26176.81,10099.64,10078.53,2207.00,7709.83,21231.08,10638.70,30916.48,2246.48,622.62,23.25,4153.80,7022.04,4937.27,2857.85,986.20,4452.38,95797.33,95797.33,19462.00,35209.00,12847.00,41824.00,15632.00,48095.00,23066.00,59405.00,18744.00,2601.00,12682.00,14423.00,21849.00,63624.00,26277.00,11359.00,36980.00,3278.00,7117.00,10490.00,26644.00,22999.00,54671.00,82471.00,15283.00,3167.00,626.00,450.00,1094.00,975.00,2419.00,4219.00,15095.00,52459.00,47078.00,56,57,73,33,59,78,67,98,92,93,94,90,95,77,88,89,85,86,72,80,108,102,54,89,91,67
04/2005,74.80,81986.00,1938.00,19054.00,9967.00,5639.00,973.00,2475.00,76977.00,911.00,448.00,514.00,32877.00,57887.00,95.11,95.65,17.05,36.47,8816.10,23.23,113063.32,63394.09,25344.71,8934.44,15390.07,6100.00,9077.14,12100.02,15708.13,32922.73,2116.81,523.45,22.94,3087.77,7305.37,4741.72,2623.95,974.48,4668.05,102266.23,92897.31,16056.00,27315.00,9135.00,34236.00,16853.00,45755.00,16170.00,65721.00,19283.00,875.00,10457.00,14423.00,21871.00,63838.00,27641.00,11377.00,37098.00,3401.00,7117.00,10494.00,26740.00,24240.00,43371.00,81891.00,11332.00,4011.00,590.00,406.00,800.00,1208.00,2963.00,4093.00,16004.00,39916.00,35462.00,56,59,74,34,59,78,67,98,92,93,94,90,95,78,89,89,86,87,72,84,106,102,54,89,91,67
05/2005,75.30,79789.50,2193.00,22953.00,11093.00,8383.00,827.00,2650.00,92054.00,1106.00,388.00,662.00,37611.00,69033.00,279.47,87.65,15.00,38.04,8356.70,26.03,225387.82,171336.41,23968.20,8662.20,21421.01,3950.00,16766.96,12547.78,96004.76,30704.15,2026.29,544.28,29.23,2666.65,7349.25,4129.87,1920.02,806.06,5015.93,215045.16,205079.84,18140.00,26563.00,8401.00,36302.00,25026.00,37285.00,18808.00,61511.00,18008.00,1861.00,13289.00,14423.00,21648.00,63104.00,28485.00,11225.00,36888.00,3474.00,7117.00,10423.00,26216.00,25011.00,44703.00,80319.00,15150.00,4094.00,1218.00,666.00,352.00,1138.00,4043.00,4004.00,15808.00,44262.00,39834.00,56,60,75,34,59,78,67,98,92,93,94,90,95,79,89,89,86,89,79,83,106,102,55,90,92,67
06/2005,75.80,68227.20,1873.00,24577.00,12499.00,8330.00,1270.00,2478.00,99310.00,1079.00,458.00,618.00,40426.00,74698.00,324.35,82.35,13.07,17.80,8768.98,20.98,107608.70,59494.92,22151.94,9114.31,16847.52,3900.00,12559.05,11492.72,13453.77,31348.31,2567.51,603.48,29.13,3190.25,5752.14,3932.78,2332.52,799.00,4328.78,94934.59,86875.60,18247.00,23394.00,8610.00,33031.00,17469.00,37606.00,14302.00,59086.00,18313.00,1407.00,13560.00,14423.00,22206.00,65100.00,30329.00,11610.00,38055.00,3596.00,7117.00,10596.00,27045.00,26733.00,41641.00,73388.00,14967.00,4708.00,1183.00,576.00,282.00,998.00,4961.00,4345.00,16550.00,46871.00,42689.00,56,60,75,33,59,78,67,98,93,93,94,91,95,80,89,90,86,90,80,85,106,102,55,90,92,67
07/2005,76.00,66333.10,1944.00,21753.00,11222.00,7423.00,965.00,2143.00,92068.00,1085.00,580.00,539.00,38709.00,70286.00,341.86,86.69,14.68,27.33,9145.28,24.35,103715.70,58943.47,22039.88,9511.49,13220.87,7900.00,5129.71,11458.48,14249.33,30418.09,2248.39,548.06,20.74,3512.06,5217.48,3621.35,2206.53,742.24,5078.82,93669.70,82886.32,12243.00,16067.00,7866.00,20444.00,8339.00,27506.00,12402.00,34451.00,11008.00,1364.00,9726.00,14423.00,23108.00,64496.00,35385.00,11401.00,38344.00,3468.00,7117.00,11707.00,26152.00,31917.00,28310.00,46853.00,11090.00,3825.00,727.00,497.00,286.00,756.00,3969.00,3843.00,13451.00,37421.00,34076.00,56,60,77,34,60,78,67,98,93,93,94,91,95,80,89,90,87,95,86,91,106,102,55,92,92,68
08/2005,77.20,67976.30,2383.00,25745.00,12712.00,9626.00,697.00,2710.00,98487.00,801.00,412.00,731.00,38667.00,72721.00,227.07,91.07,14.17,26.52,8856.31,27.38,186572.45,152187.76,20185.97,9110.76,5087.96,3600.00,1383.74,10178.99,99939.37,33462.77,2276.43,591.13,19.66,2672.28,4851.57,3767.19,2397.52,742.49,4119.14,176104.34,176104.34,14454.00,16778.00,7000.00,24232.00,15542.00,53241.00,15026.00,67446.00,13689.00,1994.00,12347.00,14423.00,22578.00,66380.00,31919.00,11990.00,38564.00,3794.00,7117.00,10588.00,27816.00,28125.00,31232.00,82472.00,14341.00,4831.00,821.00,683.00,354.00,874.00,7845.00,3970.00,14485.00,38344.00,35369.00,56,60,77,36,60,78,68,98,93,93,94,91,95,80,89,90,87,96,87,92,106,102,55,93,93,68
09/2005,77.70,69239.00,2812.00,24507.00,13106.00,6888.00,1208.00,3305.00,102602.00,661.00,298.00,780.00,37102.00,78063.00,422.35,97.01,17.75,15.27,8684.85,22.90,118748.11,74117.81,21490.24,9130.10,14009.96,6200.00,7649.98,11437.33,13046.49,46535.06,2440.13,607.36,20.47,3726.31,4757.40,3861.61,1763.83,828.98,4787.59,91500.17,71276.79,14555.00,13936.00,5016.00,23475.00,13641.00,31118.00,12690.00,46095.00,14026.00,1393.00,13320.00,14423.00,22850.00,67805.00,32194.00,12187.00,39294.00,3935.00,7117.00,10663.00,28511.00,28259.00,28491.00,58785.00,14713.00,5137.00,802.00,726.00,265.00,839.00,7033.00,3822.00,13150.00,41987.00,38451.00,56,60,75,38,60,78,68,98,93,93,94,91,95,80,89,90,87,96,88,94,105,102,55,93,93,68
10/2005,78.20,61848.80,1929.00,24164.00,14447.00,6415.00,1246.00,2056.00,104629.00,805.00,408.00,627.00,40142.00,80426.00,424.44,86.72,17.32,18.78,8548.32,17.53,95684.74,62081.56,20135.74,8990.30,4477.14,3500.00,850.12,11860.20,12931.97,33462.13,2279.86,564.12,26.02,3343.10,4756.25,2830.77,1615.00,788.28,5170.93,81088.15,81088.15,11399.00,13684.00,4468.00,20615.00,10701.00,32140.00,17061.00,37455.00,11675.00,1227.00,7549.00,14423.00,23099.00,69220.00,36368.00,12402.00,40150.00,4082.00,7117.00,10697.00,29070.00,32286.00,25083.00,54516.00,8776.00,3537.00,519.00,557.00,254.00,816.00,5596.00,3639.00,13071.00,44328.00,40901.00,56,60,75,39,60,78,68,98,93,93,94,94,95,81,89,90,87,97,88,94,105,102,56,93,93,68
11/2005,78.50,48853.60,1653.00,24524.00,5730.00,12055.00,4507.00,2232.00,108176.00,691.00,423.00,783.00,43160.00,83619.00,181.83,94.08,14.76,15.98,8633.58,22.40,111462.22,72181.21,20196.36,8837.81,10246.83,9000.00,672.00,11991.29,24615.78,32042.27,2390.18,637.01,20.28,2494.28,4572.57,2629.04,2776.05,876.50,5083.31,97118.75,97118.75,11659.00,13581.00,5039.00,20201.00,12385.00,41436.00,20649.00,50921.00,17749.00,1434.00,9407.00,14423.00,23366.00,70697.00,38870.00,12640.00,40952.00,4228.00,7117.00,10726.00,29745.00,34642.00,25240.00,71570.00,10841.00,4644.00,1011.00,558.00,289.00,977.00,5812.00,3893.00,17212.00,46210.00,42547.00,56,60,74,37,60,78,68,98,93,93,94,94,95,81,89,90,87,95,89,91,105,102,56,93,93,68
12/2005,77.90,39085.30,2004.00,24885.00,9923.00,9902.00,2817.00,2243.00,99019.00,740.00,405.00,722.00,35454.00,74073.00,157.33,94.84,13.67,47.20,8603.03,23.20,99278.46,61176.24,22621.28,8783.57,6697.38,4000.00,1821.22,11112.94,11297.25,34527.14,2983.20,627.65,17.57,1997.92,5498.30,3318.11,2781.48,886.25,6179.35,86392.84,86392.84,9359.00,11579.00,5208.00,15730.00,10834.00,35630.00,15129.00,43086.00,11751.00,1412.00,7451.00,14423.00,23640.00,72088.00,40256.00,12892.00,41715.00,4262.00,7117.00,10748.00,30373.00,35994.00,20938.00,58215.00,8863.00,3827.00,903.00,307.00,165.00,812.00,3782.00,4354.00,26024.00,51852.00,47525.00,56,61,73,36,60,78,68,98,93,93,94,94,95,82,90,90,87,95,89,91,102,102,60,93,93,68
01/2006,77.80,37235.80,1436.00,19807.00,10470.00,6385.00,1483.00,1469.00,86197.00,961.00,266.00,766.00,31418.00,66365.00,533.33,102.46,13.31,64.73,7678.07,14.80,111062.97,68007.93,23960.34,8226.19,10868.52,3400.00,7259.79,17599.01,12472.61,34716.20,2370.26,631.42,15.30,2291.14,5899.53,3074.05,2916.22,731.04,6971.11,99262.21,99262.21,10603.00,13586.00,5997.00,18192.00,11446.00,33624.00,15008.00,41426.00,11364.00,1284.00,8322.00,14423.00,23828.00,73395.00,40212.00,12976.00,42379.00,4388.00,7117.00,10852.00,31016.00,35824.00,24189.00,56434.00,9606.00,5274.00,76.00,744.00,306.00,1246.00,5522.00,3825.00,12342.00,38112.00,35430.00,56,61,73,34,60,78,68,98,94,93,94,94,95,83,90,90,87,96,89,94,102,102,60,94,93,68
02/2006,78.00,68668.10,1047.00,25086.00,15177.00,7269.00,1487.00,1153.00,101923.00,1008.00,425.00,549.00,36854.00,76811.00,86.70,116.10,15.91,31.07,6957.85,29.11,113877.82,71527.81,21132.40,7073.66,14143.95,7900.00,5755.25,14656.09,15247.05,33995.18,2299.45,655.25,18.06,2608.73,5408.10,3324.47,2812.21,905.77,3971.52,100312.98,100312.98,13019.00,20701.00,7155.00,26565.00,10888.00,42936.00,16045.00,51167.00,13388.00,1645.00,9248.00,14423.00,24057.00,74228.00,41035.00,13097.00,42679.00,4360.00,7117.00,10960.00,31549.00,36675.00,33720.00,67212.00,10893.00,5413.00,57.00,554.00,445.00,1619.00,6686.00,3570.00,14311.00,39118.00,35657.00,56,61,72,34,60,78,68,98,94,93,94,96,95,83,90,90,87,97,91,94,102,102,60,94,93,68
